"","Job.Family","Department.Code","Salaries","Year","Overtime","Union","Total.Benefits","Retirement","Total.Compensation"
"4007","Police Services","POL",149324.15,2018,58742.03,"POA",47523.91,27378.6,268628.22
"4008","Police Services","POL",148199.65,2018,21014.57,"POA",45707.51,27388.39,221195.21
"4009","Sub-Professional Engineering","MTA",23072.45,2018,0,"Prof & Tech Eng, Local 21",1733.77,0,24806.22
"4010","Police Services","POL",132936.85,2018,77642.4,"POA",43586.01,24712.21,259252.94
"4011","Police Services","POL",146991.02,2018,36393,"POA",45259.43,26952.4,232984.15
"4012","Purchasing & Storekeeping","POL",71423.8,2018,0,"SEIU, Local 1021, Misc",34231.69,13821.67,106277.09
"4013","Police Services","POL",127222.09,2018,55581.83,"POA",41672.76,23351.81,225429.86
"4014","Clerical, Secretarial & Steno","POL",62238,2018,918,"SEIU, Local 1021, Misc",31828.43,12059.62,95608.43
"4015","Police Services","POL",46587.9,2018,0,"POA",3665.67,0,50253.57
"4016","Skilled Labor","POL",72730,2018,3646.11,"TWU, Local 250-A, AutoServ",32734.27,13952.86,109110.38
"4017","Police Services","POL",151282.87,2018,30579.71,"POA",47158.09,27417.06,235612.18
"4018","Police Services","POL",127455.54,2018,0.07,"POA",40928.14,23394.3,169332.64
"4019","Police Services","POL",127198.22,2018,35675.88,"POA",41307.31,23348.14,206067.23
"4020","Police Services","POL",118964.74,2018,4.74,"POA",37804.28,21847.32,157718.28
"4021","Police Services","POL",126924.32,2018,28891.45,"POA",40874.46,23235,200774.51
"4022","Police Services","POL",125244.79,2018,45424.42,"POA",41025.44,22909.06,217038.93
"4023","Police Services","POL",124407.61,2018,23737.34,"POA",40547.28,22838.47,197673.28
"4024","Police Services","POL",124792,2018,5105.85,"POA",40357.09,22909.07,175891.21
"4025","Police Services","POL",144980.04,2018,35231.89,"POA",44942.26,26587.3,235078.62
"4026","Police Services","POL",0,2018,1221.98,"POA",3.3,0,1225.28
"4027","Clerical, Secretarial & Steno","POL",62238.02,2018,2353,"SEIU, Local 1021, Misc",32424.24,12378.28,99299.9
"4028","Police Services","POL",127215.46,2018,52037.32,"POA",40902.15,22988.65,222247.28
"4029","Police Services","POL",133573.41,2018,18371.82,"POA",42172.53,24376.54,195067.04
"4030","Untitled","POL",142523.94,2018,0,"POA",43755.28,26650.03,190049.74
"4031","Police Services","POL",133023.21,2018,20270.53,"POA",42868.17,24894.18,200607.41
"4032","Police Services","POL",127198.22,2018,40580.1,"POA",41440.18,23348.14,212056.27
"4033","Police Services","POL",182965.31,2018,22832.5,"POA",58277.73,34107.58,306156.07
"4034","Budget, Admn & Stats Analysis","POL",91523.32,2018,0,"SEIU, Local 1021, Misc",39628.43,17557.73,131151.75
"4035","Police Services","POL",81825.45,2018,0,"POA",25650.38,15027.03,108073.53
"4036","Airport Operation","POL",74924.62,2018,3590.63,"SEIU, Local 1021, Misc",36822.4,15530.09,121357.76
"4037","Police Services","POL",148580.46,2018,54207.36,"POA",47381.61,27768.97,276925.25
"4038","Police Services","POL",46750.43,2018,0,"POA",3628.57,0,50379
"4039","Police Services","POL",127198.23,2018,99615.34,"POA",42923.7,23723.73,277799.9
"4040","Police Services","POL",127198.25,2018,126.49,"POA",26936.23,23348.17,155258.59
"4041","Police Services","POL",132524,2018,37028.41,"POA",46523.83,24259.95,248571.22
"4042","Police Services","POL",127222.09,2018,21248.97,"POA",41112.7,23351.8,192393.89
"4043","Legal & Court","POL",95137.51,2018,6003.78,"Prof & Tech Eng, Local 21",40754,18249.04,141895.29
"4044","Clerical, Secretarial & Steno","POL",77830.62,2018,0,"SEIU, Local 1021, Misc",35840.14,14931.14,113670.76
"4045","Police Services","POL",97036.85,2018,7321.18,"POA",35788.82,18796.53,143009.42
"4046","Legal & Court","POL",1001.03,2018,0,"Municipal Attorneys Assoc",77.69,0,1078.72
"4047","Police Services","POL",147770.3,2018,68264.01,"POA",46110.38,27095.53,267413.68
"4048","Police Services","POL",127198.23,2018,13972.28,"POA",41570.89,23811.64,193497.18
"4049","Police Services","POL",149290.52,2018,24438.55,"POA",46806.02,27373.06,230137.53
"4050","Police Services","POL",157861.09,2018,99409.82,"POA",53579.61,29509.78,317936.55
"4051","Police Services","POL",54280.8,2018,1361.34,"POA",4318.72,0,59960.86
"4052","Police Services","POL",127222.01,2018,78.27,"POA",40700.48,23351.8,170423.31
"4053","Police Services","POL",124721.71,2018,37337.38,"POA",40884.34,22896.88,208754.74
"4054","Police Services","POL",128349.8,2018,72686.57,"POA",42026.95,23408.91,244128.53
"4055","Airport Operation","POL",74718.85,2018,2281.75,"SEIU, Local 1021, Misc",36583.5,15429.96,119290.85
"4056","Airport Operation","POL",74824.3,2018,882.36,"SEIU, Local 1021, Misc",36264.12,15446.35,117660.87
"4057","Police Services","POL",170496.47,2018,18695.21,"POA",49780.2,30905.16,267099.22
"4058","Police Services","POL",127222,2018,38169.99,"POA",41352.19,23351.8,210696.59
"4059","Police Services","POL",124768.28,2018,23156.21,"POA",40582.18,22905.4,189500.56
"4060","Police Services","POL",147688,2018,22736.81,"POA",45122.82,27080.6,220239.91
"4061","Budget, Admn & Stats Analysis","POL",112816.01,2018,0,"Prof & Tech Eng, Local 21",44715.17,21643.04,157531.18
"4062","Airport Operation","POL",75033.5,2018,1525.74,"SEIU, Local 1021, Misc",37309.11,16038.59,122434.19
"4063","Police Services","POL",32036.95,2018,0,"POA",11415.76,6013.58,44466.34
"4064","Clerical, Secretarial & Steno","POL",68250.01,2018,16566.83,"SEIU, Local 1021, Misc",34730.75,13388.22,121084.49
"4065","Police Services","POL",127198.19,2018,23759.68,"POA",41241.44,23348.14,202826.99
"4066","Personnel","POL",686.05,2018,0,"Prof & Tech Eng, Local 21",164.06,128.29,850.11
"4067","Police Services","POL",134190.56,2018,34073.65,"POA",42819.71,24600.28,214937.77
"4068","Police Services","POL",127222.07,2018,91318.63,"POA",42749.16,23745.04,268852.31
"4069","Police Services","POL",126621.46,2018,19426.19,"POA",40837.86,23241.23,190833.98
"4070","Police Services","POL",147985.75,2018,14908.15,"POA",45403.06,27135.05,214067.01
"4071","Management","POL",154380.32,2018,0,"Municipal Exec Assoc, Misc",57563.65,28866.99,211943.97
"4072","Airport Operation","POL",75042.05,2018,11540.84,"SEIU, Local 1021, Misc",37566.11,15661.64,130744.4
"4073","Police Services","POL",119263.52,2018,11571.55,"POA",39240.33,21901.82,171104.58
"4074","Police Services","POL",145540.89,2018,16223.48,"POA",45047.24,26689.09,209458.32
"4075","Management","POL",181523.15,2018,0,"Municipal Exec Assoc, Misc",64069.06,33944.19,245592.21
"4076","Police Services","POL",139433.24,2018,20451.48,"POA",44031.6,25577.62,208155.6
"4077","Police Services","POL",150037.61,2018,16307.18,"POA",45418.8,28056.41,215804.27
"4078","Clerical, Secretarial & Steno","POL",62238,2018,2340.93,"SEIU, Local 1021, Misc",31733.48,12304.84,98216.09
"4079","Clerical, Secretarial & Steno","POL",52781.83,2018,0,"SEIU, Local 1021, Misc",32049.23,12857.45,89047.96
"4080","Police Services","POL",125238.26,2018,1832.99,"POA",40182.19,22990.65,168255.12
"4081","Police Services","POL",125233.77,2018,41306.5,"POA",41853.55,23831.38,211077.28
"4082","Police Services","POL",58929,2018,0,"POA",19431.32,10853.05,78770.34
"4083","Police Services","POL",130677.83,2018,53429.2,"POA",41900.17,23559.55,229977.35
"4084","Untitled","POL",460,2018,0,"Member, Board Or Commission",35.7,0,495.7
"4085","Police Services","POL",126344.4,2018,12719.26,"POA",40706.97,23181.95,180750.02
"4086","Police Services","POL",167034.01,2018,21943.73,"POA",64089.41,31557.88,259283.71
"4087","Untitled","POL",290623.26,2018,0,"Municipal Exec Assoc, Police",83127.8,54022.94,379644.24
"4088","Police Services","POL",145452.64,2018,16550.21,"POA",45591.81,26673.48,247517.51
"4089","Police Services","POL",132821.68,2018,6401.88,"POA",42468.53,24856.87,185302.08
"4090","Police Services","POL",127378.42,2018,44805.92,"POA",41955.38,23348.14,245722.58
"4091","Police Services","POL",149297.63,2018,25215.81,"POA",46346.43,27322.18,231898.11
"4092","Police Services","POL",150609.7,2018,11651.11,"POA",45890.37,27612.92,212075.95
"4093","Police Services","POL",152116.13,2018,17384.27,"POA",48675.37,27802.71,219213.35
"4094","Untitled","POL",0,2018,519.06,"POA",1.4,0,520.46
"4095","Police Services","POL",99603.6,2018,13922.21,"POA",35901.34,19243.71,153758.38
"4096","Police Services","POL",126849.54,2018,67749.14,"POA",41537.81,22909.06,244101.76
"4097","Police Services","POL",89979.61,2018,33889.22,"POA",34681.54,17393.38,163681.34
"4098","Police Services","POL",134093.09,2018,29625.93,"POA",42512.17,24376.64,216651.11
"4099","Police Services","POL",127222.07,2018,35797.58,"POA",41249.17,23351.81,209516.88
"4100","Police Services","POL",127198.2,2018,10988.12,"POA",40658.61,23348.15,184228.19
"4101","Police Services","POL",127222.13,2018,364.42,"POA",40705.46,23351.82,171743.04
"4102","Police Services","POL",126210.36,2018,53266.4,"POA",41125.81,22905.4,221833.61
"4103","Police Services","POL",127222.09,2018,4285.83,"POA",40813.57,23351.8,178636.59
"4104","Police Services","POL",93538.76,2018,16631.77,"POA",35216.51,18126.48,148595.31
"4105","Police Services","POL",91061.91,2018,26295.77,"POA",34671.59,17469.59,153306.56
"4106","Airport Operation","POL",75031.41,2018,1693.38,"SEIU, Local 1021, Misc",35927.21,14851.79,115034.93
"4107","Public Service Aide","HSA",688.8,2019,0,"SEIU, Local 1021, Misc",222.51,158.64,923.54
"4108","Public Service Aide","HSA",2554.31,2019,0,"SEIU, Local 1021, Misc",201.27,0,2770.53
"4109","Human Services","HSA",64153.96,2019,5455.33,"SEIU, Local 1021, Misc",26486.33,12265.69,98752.05
"4110","Clerical, Secretarial & Steno","HSA",63031.02,2019,0,"SEIU, Local 1021, Misc",31974.83,12128.16,95005.85
"4111","Information Systems","HSA",75435.83,2019,3946.91,"Prof & Tech Eng, Local 21",35362.23,14419.67,115016.08
"4112","Human Services","HSA",86950.96,2019,0,"SEIU, Local 1021, Misc",38209.13,16620.82,125160.09
"4113","Human Services","HSA",76376,2019,0,"SEIU, Local 1021, Misc",35420.92,14599.3,111796.92
"4114","Payroll, Billing & Accounting","HSA",64331.02,2019,542.53,"SEIU, Local 1021, Misc",32353.57,12390.61,97307.12
"4115","Public Service Aide","HSA",2819.08,2019,0,"SEIU, Local 1021, Misc",232.2,0,3051.28
"4116","Human Services","HSA",95045.92,2019,0,"SEIU, Local 1021, Misc",40437.44,18168.23,135483.36
"4117","Public Service Aide","HSA",4984.01,2019,0,"Laborers, Local 261",422.38,0,5561.28
"4118","Public Service Aide","HSA",5110.97,2019,0,"SEIU, Local 1021, Misc",1664.89,1150.4,7715.34
"4119","Human Services","HSA",87691.06,2019,0,"SEIU, Local 1021, Misc",37411.02,16757.8,125102.08
"4120","Clerical, Secretarial & Steno","HSA",54056.8,2019,0,"SEIU, Local 1021, Misc",31323.46,12154.93,85380.26
"4121","Clerical, Secretarial & Steno","HSA",39366.57,2019,0,"SEIU, Local 1021, Misc",12096.92,8851.01,51463.49
"4122","Public Service Aide","HSA",9160.45,2019,0,"SEIU, Local 1021, Misc",2888.46,2072.62,13117.05
"4123","Clerical, Secretarial & Steno","HSA",51638.45,2019,0,"SEIU, Local 1021, Misc",30441.33,11611.22,82079.78
"4124","Public Health","HSA",103393.75,2019,0,"Prof & Tech Eng, Local 21",42450.52,19763.74,145844.27
"4125","Med Therapy & Auxiliary","HSA",73696.55,2019,0,"SEIU, Local 1021, Misc",29723.96,14092.83,103445.51
"4126","Personnel","HSA",82510.5,2019,0,"Prof & Tech Eng, Local 21",36844.33,15771.9,119354.83
"4127","Public Service Aide","HSA",968,2019,0,"SEIU, Local 1021, Misc",303.66,219.06,1271.66
"4128","Human Services","HSA",48301.2,2019,0,"SEIU, Local 1021, Misc",27073.16,10861.25,75374.36
"4129","Public Service Aide","HSA",10661.12,2019,0,"SEIU, Local 1021, Misc",6064.67,0,16725.79
"4130","Human Services","HSA",25883.37,2019,0,"SEIU, Local 1021, Misc",11501.27,4950.82,37384.64
"4131","Public Service Aide","HSA",17789.02,2019,186.9,"Laborers, Local 261",11070.45,2002.72,30043.01
"4132","Public Service Aide","HSA",17968.12,2019,0,"SEIU, Local 1021, Misc",11792.22,2034.23,30758.23
"4133","Clerical, Secretarial & Steno","HSA",48057.33,2019,210.68,"SEIU, Local 1021, Misc",30018.23,10850.82,78486.24
"4134","Budget, Admn & Stats Analysis","HSA",83542.42,2019,0,"SEIU, Local 1021, Misc",37532.89,15969.21,121075.31
"4135","Clerical, Secretarial & Steno","HSA",50918.4,2019,0,"SEIU, Local 1021, Misc",15633.72,11449.37,66552.12
"4136","Clerical, Secretarial & Steno","HSA",49523.52,2019,282.27,"SEIU, Local 1021, Misc",29551.93,11135.78,79357.72
"4137","Human Services","HSA",74319.01,2019,0,"SEIU, Local 1021, Misc",35013.3,14241.43,109517.31
"4138","Nursing","HSA",139991.6,2019,0,"SEIU, Local 1021, RN",55576.6,26074.21,195568.2
"4139","Human Services","HSA",61831.34,2019,0,"SEIU, Local 1021, Misc",33710.18,13919.42,95614.23
"4140","Public Service Aide","HSA",11379.11,2019,0,"Laborers, Local 261",1146.25,224.08,12525.36
"4141","Public Service Aide","HSA",18344.89,2019,0,"SEIU, Local 1021, Misc",3347.05,1733.14,22646.69
"4142","Human Services","HSA",57304.9,2019,0,"SEIU, Local 1021, Misc",25909.56,10950.92,83214.46
"4143","Human Services","HSA",83510,2019,0,"SEIU, Local 1021, Misc",37326.64,15969.8,120871.64
"4144","Public Service Aide","HSA",14656.08,2019,0,"SEIU, Local 1021, Misc",1222.03,0,15878.11
"4145","Human Services","HSA",100232.05,2019,13967.24,"SEIU, Local 1021, Misc",43706.55,19220.69,164581.26
"4146","Personnel","HSA",80542.12,2019,0,"Prof & Tech Eng, Local 21",35937.99,15395.21,116480.11
"4147","Information Systems","HSA",116505.88,2019,0,"Prof & Tech Eng, Local 21",44587.7,21722.36,161093.58
"4148","Human Services","HSA",73552.86,2019,0,"SEIU, Local 1021, Misc",34810.98,14059.56,108363.84
"4149","Human Services","HSA",86439.8,2019,17707.71,"SEIU, Local 1021, Misc",39559.03,16523.1,143706.54
"4150","Human Services","HSA",72008.5,2019,0,"SEIU, Local 1021, Misc",33826.02,13764.51,105834.52
"4151","Management","HSA",153748,2019,0,"Municipal Exec Assoc, Misc",57454.07,28636.4,211202.07
"4152","Public Service Aide","HSA",16291,2019,0,"SEIU, Local 1021, Misc",3374.09,1932.06,20631.99
"4153","Public Service Aide","HSA",487.78,2019,0,"SEIU, Local 1021, Misc",276.52,0,776.4
"4154","Human Services","HSA",65764.13,2019,0,"SEIU, Local 1021, Misc",32633.08,12649.21,98397.21
"4155","Clerical, Secretarial & Steno","HSA",32245.18,2019,0,"SEIU, Local 1021, Misc",20351.2,5304.58,52596.38
"4156","Payroll, Billing & Accounting","HSA",60808.99,2019,23.52,"SEIU, Local 1021, Misc",31089.66,11894.69,92922.17
"4157","Public Service Aide","HSA",2304.75,2019,0,"SEIU, Local 1021, Misc",808.25,528.01,4162.86
"4158","Human Services","HSA",64995.93,2019,5882.9,"SEIU, Local 1021, Misc",32831.55,12502.4,103710.38
"4159","Public Service Aide","HSA",0,2019,0,"SEIU, Local 1021, Misc",72.92,0,1026.1
"4160","Clerical, Secretarial & Steno","HSA",46001.02,2019,0,"SEIU, Local 1021, Misc",29193.87,10343.56,75194.89
"4161","Public Service Aide","HSA",7766.36,2019,0,"SEIU, Local 1021, Misc",4190.7,0,11957.06
"4162","Budget, Admn & Stats Analysis","HSA",99923,2019,0,"Prof & Tech Eng, Local 21",41812.94,19100.49,141735.94
"4163","Human Services","HSA",83572.34,2019,0,"SEIU, Local 1021, Misc",37233.31,16261.65,122305.65
"4164","Community Development","HSA",63044.51,2019,0,"SEIU, Local 1021, Misc",34276.69,14333.12,98021.2
"4165","Human Services","HSA",35010.27,2019,0,"SEIU, Local 1021, Misc",20815.84,8051.93,56626.11
"4166","Public Service Aide","HSA",7503.45,2019,0,"SEIU, Local 1021, Misc",630.17,0,8133.62
"4167","Human Services","HSA",80615.46,2019,5.42,"SEIU, Local 1021, Misc",22420.54,15700.34,104561.42
"4168","Human Services","HSA",63615.54,2019,3619.16,"SEIU, Local 1021, Misc",32773.9,12533.31,101528.6
"4169","Clerical, Secretarial & Steno","HSA",62457.33,2019,0,"SEIU, Local 1021, Misc",31258.77,12018.53,93716.1
"4170","Public Service Aide","HSA",968,2019,0,"SEIU, Local 1021, Misc",756.82,219.06,1724.82
"4171","Supervisory-Labor & Trade","HSA",118739,2019,271.92,"Stationary Engineers, Local 39",47672.31,22697.26,166683.23
"4172","Human Services","HSA",95833,2019,0,"SEIU, Local 1021, Misc",40711.94,18318.73,136544.94
"4173","Human Services","HSA",117648.02,2019,0,"SEIU, Local 1021, Misc",46518.84,22488.62,164166.86
"4174","Public Service Aide","HSA",3207.2,2019,0,"SEIU, Local 1021, Misc",1092.49,738.19,5377.63
"4175","Human Services","HSA",1932,2019,0,"SEIU, Local 1021, Misc",1007.27,371.91,4486.89
"4176","Information Systems","HSA",123720.8,2019,0,"Prof & Tech Eng, Local 21",48025,23649.39,171745.8
"4177","Public Service Aide","HSA",3055.05,2019,0,"SEIU, Local 1021, Misc",1024.69,688.23,5079.66
"4178","Public Service Aide","HSA",3426.5,2019,0,"SEIU, Local 1021, Misc",1837.72,0,5264.22
"4179","Public Service Aide","HSA",3267.7,2019,0,"Laborers, Local 261",1071.4,736.3,5202.27
"4180","Public Service Aide","HSA",0,2019,127.62,"Laborers, Local 261",10.1,0,137.72
"4181","Public Service Aide","HSA",20623.65,2019,0,"Laborers, Local 261",12614.21,2177.78,34242.6
"4182","Public Service Aide","HSA",22025.42,2019,0,"SEIU, Local 1021, Misc",3981.15,2060.41,27085.62
"4183","Professional Engineering","PUC",141230.31,2019,0,"Prof & Tech Eng, Local 21",52918.5,27300.54,199493.6
"4184","Park & Zoo","AAM",3807.87,2018,0,"SEIU, Local 1021, Misc",295.56,0,4103.43
"4185","Journeyman Trade","PUC",132218.05,2019,9038.93,"Plumbers, Local 38",55357.59,26089.8,216089.4
"4186","Information Systems","PUC",156915.24,2019,0,"Prof & Tech Eng, Local 21",55440.09,29226.36,233786.55
"4187","Community Development","PUC",93054,2019,0,"SEIU, Local 1021, Misc",25395.38,17787.46,118449.38
"4188","Housekeeping & Laundry","ADM",59764.7,2018,13470.9,"SEIU, Local 1021, Misc",33968.51,13482.89,107204.11
"4189","Clerical, Secretarial & Steno","ADM",59836,2018,2413.48,"SEIU, Local 1021, Misc",33806.29,14213.71,99224.52
"4190","Management","ADM",90598.05,2018,0,"Municipal Exec Assoc, Misc",38681.29,16956.55,129279.34
"4191","Housekeeping & Laundry","ADM",15785,2018,6899.55,"SEIU, Local 1021, Misc",9716.78,3572.18,33353.56
"4192","Professional Engineering","PUC",207766.84,2019,0,"Prof & Tech Eng, Local 21",65285.37,38697.84,273052.21
"4193","Skilled Labor","PUC",105550.03,2019,24306.9,"Plumbers, Local 38",49574.38,20788.78,185108.14
"4194","Lab, Pharmacy & Med Techs","PUC",92820.02,2019,0,"Prof & Tech Eng, Local 21",39848.25,17742.73,132668.27
"4195","Management","ADM",40448.76,2018,0,"Municipal Exec Assoc, Misc",3140.19,0,43588.95
"4196","Personnel","ADM",101882,2018,0,"Prof & Tech Eng, Local 21",42307.11,19545.38,144189.11
"4197","Information Systems","ADM",158420,2018,0,"Prof & Tech Eng, Local 21",55193.89,29624.08,213613.89
"4198","Housekeeping & Laundry","ADM",61807.2,2018,39172.46,"SEIU, Local 1021, Misc",36801.99,13783.88,141742.04
"4199","Legal & Court","ADM",49625.78,2018,0,"SEIU, Local 1021, Misc",27568.37,9558.48,77194.15
"4200","Pub Relations & Spec Assts","ADM",83902.98,2018,2676,"SEIU, Local 1021, Misc",36459.44,16100.61,123047.18
"4201","Journeyman Trade","PUC",127108.59,2019,17654.46,"Stationary Engineers, Local 39",50794.76,24296.76,195985.57
"4202","Lab, Pharmacy & Med Techs","PUC",109006.05,2019,0,"Prof & Tech Eng, Local 21",43897.01,20836.27,152903.06
"4203","Professional Engineering","PUC",112817,2019,0,"Prof & Tech Eng, Local 21",45311.72,21565.27,158128.72
"4204","Supervisory-Labor & Trade","PUC",0,2019,1638.93,"Plumbers, Local 38",129.8,0,1768.73
"4205","Lab, Pharmacy & Med Techs","PUC",110155.64,2019,0,"Prof & Tech Eng, Local 21",44748.58,21057.17,154904.22
"4206","Sub-Professional Engineering","PUC",62017.15,2019,0,"Prof & Tech Eng, Local 21",27514.89,11855.93,89612.28
"4207","Agriculture & Horticulture","PUC",72788.38,2019,452.78,"Laborers, Local 261",33765.4,14348.67,110192.52
"4208","Journeyman Trade","PUC",130971.16,2019,5222.94,"Electrical Workers, Local 6",52163.87,24394.23,214630.12
